Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,AverageReturn_task_0,AverageReturn_task_last_0,AverageSuccess_task_last_0,z_mean_task_0,z_var_task_last_0,AverageReturn_task_1,AverageReturn_task_last_1,AverageSuccess_task_last_1,z_mean_task_1,z_var_task_last_1,AverageReturn_task_2,AverageReturn_task_last_2,AverageSuccess_task_last_2,z_mean_task_2,z_var_task_last_2,AverageReturn_task_3,AverageReturn_task_last_3,AverageSuccess_task_last_3,z_mean_task_3,z_var_task_last_3,AverageReturn_task_4,AverageReturn_task_last_4,AverageSuccess_task_last_4,z_mean_task_4,z_var_task_last_4,AverageReturn_task_5,AverageReturn_task_last_5,AverageSuccess_task_last_5,z_mean_task_5,z_var_task_last_5,AverageReturn_task_6,AverageReturn_task_last_6,AverageSuccess_task_last_6,z_mean_task_6,z_var_task_last_6,AverageReturn_task_7,AverageReturn_task_last_7,AverageSuccess_task_last_7,z_mean_task_7,z_var_task_last_7,AverageReturn_task_8,AverageReturn_task_last_8,AverageSuccess_task_last_8,z_mean_task_8,z_var_task_last_8,AverageReturn_task_9,AverageReturn_task_last_9,AverageSuccess_task_last_9,z_mean_task_9,z_var_task_last_9,Z mean eval,Z variance eval,Number of train steps total,Number of env steps total,Number of rollouts total,Epoch
-6.2862426e-05,0.001353712,224.25111,22.425112,11.441824,7.484854,-2.699503,0.0026502402,0.00040757717,0.0036612765,0.0014251604,-0.0011650261,0.00014109992,-0.0008407094,-0.0014853464,-2.6811988,0.4373335,-1.1298494,-4.957427,-0.0014852146,0.00066984416,-0.0005193158,-0.0025925084,-0.00015342145,0.0015745708,0.0019446285,-0.0026514127,192.3111421278763,186.21526973122982,0.0,[ 0.22971506  0.41806442 -0.38360077  0.14634594 -0.07046551],[0.19719279 0.19364905 0.19463237 0.19275701 0.19496556],0.0,0.0,0.0,[ 0.19679402  0.34776363 -0.32398582  0.12456895 -0.05599649],[0.1619854  0.15907373 0.15988106 0.1583414  0.16015421],253.7392426905491,259.6336060856462,0.0,[ 0.2426946   0.44360712 -0.40579703  0.15394227 -0.07723451],[0.21084224 0.20705375 0.20810495 0.2060998  0.20846143],125.71107438910842,124.46403428217094,0.0,[ 0.20859438  0.37470603 -0.3458689   0.13084768 -0.06385766],[0.17679352 0.17361633 0.17449778 0.17281663 0.1747963 ],54.84375278740075,49.43772887921452,0.0,[ 0.21604575  0.3890812  -0.36020488  0.13965648 -0.06219392],[0.18086062 0.17760982 0.17851119 0.17679158 0.17881617],71.83601369477901,67.80823623375869,0.0,[ 0.22392346  0.40434355 -0.3737473   0.1447173  -0.06512111],[0.18832012 0.18493535 0.18587394 0.18408333 0.18619157],1118.0208767309625,1037.4330702755326,0.0,[ 0.46092564  0.8795761  -0.7860556   0.29059193 -0.1694992 ],[0.42984834 0.42212716 0.42427227 0.42018068 0.42500106],488.15210105649834,487.8408223834809,0.0,[ 0.31076637  0.5781685  -0.52374804  0.19565952 -0.10575123],[0.2782915  0.2732917  0.27467996 0.27203202 0.2751509 ],15.587058656373488,15.640531322538887,0.0,[ 0.17788327  0.3150164  -0.29356992  0.11323567 -0.0495254 ],[0.1458718  0.14324968 0.1439767  0.14259005 0.14422263],198.39450632697813,199.06023408290517,0.0,[ 0.22605954  0.41148856 -0.37759042  0.1437571  -0.06965334],[0.1942512  0.19076036 0.19172895 0.18988152 0.19205722],0.06681229,0.19173583,1000,10000,0,1000
0.053398095,0.8640609,2.449081,0.2449081,2.3967676,1.217517,-24.650564,21.949919,9.294782,51.131683,10.706828,24.95288,9.3695545,54.207764,13.659405,-2.7280915,0.26998022,-1.2867694,-5.33204,-0.00019957148,0.04739491,0.67186034,-0.065313525,-0.12086835,0.012411705,-0.09640256,-0.21515061,357.2911645933066,357.48225163312594,0.0,[0.11539374 0.01127641 0.13176939 0.0808368  0.15162838],[0.03259756 0.03334211 0.03337579 0.03321818 0.03311935],159.82250621226586,158.8005602238878,0.0,[0.09905977 0.0124809  0.10493717 0.07000525 0.12582052],[0.02691625 0.02752963 0.02755656 0.02742784 0.02734578],285.24226417111583,286.69542123846145,0.0,[0.09631074 0.01074495 0.10455967 0.06684639 0.12305713],[0.02632634 0.02692696 0.02695375 0.02682714 0.02674716],154.4135503367827,153.33974328567393,0.0,[0.07872763 0.01110022 0.07772828 0.0541066  0.0959371 ],[0.0203851  0.02084932 0.02086918 0.02077226 0.02071016],81.78175337441884,81.11018071017436,0.0,[0.14754443 0.01894639 0.16583416 0.10883955 0.19550277],[0.04219244 0.04315503 0.04320449 0.04299683 0.04286727],88.9905120459972,88.4779584876898,0.0,[0.1496065  0.01896407 0.168852   0.11032666 0.19859174],[0.04286825 0.04384638 0.04389685 0.04368564 0.04355406],1610.6886606558555,1608.0601687412118,0.0,[0.17163226 0.0093059  0.21434921 0.12064116 0.2356111 ],[0.05129753 0.05246944 0.05251647 0.05227273 0.05211691],866.5907318367499,931.8776718271315,0.0,[0.11146521 0.00961779 0.12725876 0.07696563 0.14558865],[0.03139547 0.03211204 0.03214096 0.03199206 0.03189667],11.370483942596026,11.27039139542416,0.0,[0.17269804 0.0228088  0.19512236 0.12867722 0.22966406],[0.04980318 0.05093874 0.05099785 0.05075278 0.05059924],228.4091950242388,229.09507424779673,0.0,[0.10920598 0.01169549 0.12205093 0.07655853 0.14208461],[0.03048507 0.03118106 0.03121272 0.03106538 0.03097292],0.09231911,0.03098343,5000,50000,0,5000
0.1373891,0.2712021,24.579384,2.4579384,14.76918,8.674753,-89.31732,88.68088,27.108759,219.98839,53.77248,91.63158,26.491093,215.45807,57.968433,-2.7279887,0.26076388,-1.602982,-5.126382,0.0099331625,0.04376367,0.8634996,-0.10197736,-0.1280924,0.009185582,-0.10229606,-0.32867026,354.8512517757608,354.95856956986665,0.0,[-0.01300407 -0.00075445  0.00691711 -0.02190075  0.02167613],[0.01564235 0.01549538 0.01555986 0.01560938 0.01510698],254.31138615691054,254.79549300036598,0.0,[-0.01364494 -0.00292252  0.00888297 -0.02313525  0.02227361],[0.0157643  0.01561272 0.01568305 0.01572962 0.01522368],601.2171804213095,608.4396807587775,0.0,[-0.01260525 -0.00035671  0.00647053 -0.02152526  0.02124905],[0.01538188 0.01523728 0.01530013 0.01534945 0.01485527],142.30020445343305,141.7174884741385,0.0,[-0.01339889 -0.00411989  0.00983459 -0.02347781  0.02210212],[0.01531572 0.01516723 0.01523706 0.01528142 0.01479001],77.84321991917304,70.55926349432718,0.0,[-0.02556606  0.04381358 -0.02739265 -0.01064099  0.03063078],[0.03496544 0.03472319 0.03477152 0.03493722 0.03380572],70.77778529759725,67.68672269131747,0.0,[-0.02876401  0.05343169 -0.03468196 -0.00853102  0.03294329],[0.03957677 0.039314   0.03935632 0.03955125 0.03826929],1706.2811166886197,1698.0047151886367,0.0,[-0.01054581  0.0105444  -0.00326789 -0.01575678  0.01840594],[0.01557205 0.01543716 0.0154812  0.01554529 0.0150427 ],991.2114762994406,1059.71710168638,0.0,[-0.01214222  0.00186333  0.00446707 -0.02031936  0.02059815],[0.0153693  0.01522691 0.0152859  0.01533805 0.01484379],10.061326295052451,10.038829551273466,0.0,[-0.02806276  0.0848475  -0.06134885  0.00596822  0.02836393],[0.04456229 0.0442944  0.04429791 0.04455078 0.04310131],226.76885192741744,227.1225435997204,0.0,[-0.01319085 -0.00114933  0.00729138 -0.02215841  0.02185939],[0.01572403 0.01557598 0.01564153 0.01569079 0.01518582],-0.001469563,0.015563631,10000,100000,0,10000
0.005990918,0.25831595,27.767824,2.7767825,3.72514,2.872204,-220.49603,218.12213,148.43695,885.0593,94.325035,221.68652,148.78445,890.5718,96.64544,-2.7048965,0.32934487,-0.6949105,-5.536562,0.02491037,0.094244316,1.3005066,-0.13267171,-0.13104896,0.020166347,-0.09333242,-0.44428605,351.454739568495,349.9455403678097,0.0,[ 0.04712919 -0.0439797   0.03009704 -0.03628496  0.12570806],[0.07772961 0.07788512 0.08425233 0.07766239 0.07888365],277.17640091376416,276.67243833554113,0.0,[ 0.03500833 -0.03348346  0.02311855 -0.02821902  0.09116038],[0.05528883 0.05538573 0.05993679 0.05522893 0.05610423],418.49453242487203,422.4497192453104,0.0,[ 0.04017625 -0.03846376  0.02636213 -0.03160303  0.1057429 ],[0.06475285 0.06487048 0.07019498 0.06468527 0.06570959],186.70844836773028,177.90526895564818,0.0,[ 0.02490829 -0.02142024  0.01476253 -0.02076903  0.06282942],[0.03723415 0.03729881 0.04036074 0.03719899 0.03778313],106.6212897046221,107.06619344258719,0.0,[ 0.05228186 -0.05874408  0.04232275 -0.0442715   0.13942462],[0.08522014 0.08536793 0.092394   0.08510976 0.08647463],122.84338652447673,109.50318953711218,0.0,[ 0.05308038 -0.05944746  0.04275988 -0.04477078  0.14170197],[0.08670631 0.08685759 0.09400454 0.08659527 0.08798311],1797.524976225024,1805.8840457603171,0.0,[ 0.10427224 -0.09333349  0.06124237 -0.07269233  0.2908567 ],[0.1850969  0.185531   0.20059687 0.1850012  0.18787533],532.6484978747052,551.0699774042225,0.0,[ 0.03906757 -0.03495671  0.02354514 -0.0300328   0.10308344],[0.06331141 0.06343582 0.06862429 0.06325875 0.06425113],11.631982439006388,11.853454762105399,0.0,[ 0.05561877 -0.06055265  0.0433893  -0.04623456  0.14926772],[0.09167071 0.09184559 0.0993766  0.09157087 0.09302691],230.8657284759893,228.0887040684568,0.0,[ 0.03763108 -0.03410994  0.02343287 -0.02957628  0.09873531],[0.06038085 0.06049738 0.06544786 0.06032701 0.06127537],0.019222606,0.061585695,15000,150000,0,15000
0.033522338,0.652536,7.1085596,0.71085596,6.608447,2.8402948,-290.9725,288.91803,213.18024,1251.9661,113.023155,290.5023,213.1148,1254.1185,114.58863,-2.7125514,0.3014755,-0.5935839,-4.579114,0.030216426,0.07458766,1.2591817,-0.14719002,-0.12763314,0.020203829,-0.097849794,-0.45458415,377.802108433162,374.603221938086,0.0,[-0.02854213 -0.00093816 -0.00146463  0.0009097   0.00791433],[0.0324869  0.03379119 0.03318221 0.0320485  0.03354011],291.6554174297047,291.84474095854944,0.0,[ 0.00040059 -0.00689913 -0.0034746  -0.0105447   0.00258595],[0.00854709 0.0088856  0.00875224 0.00844728 0.00883498],593.4524830465867,567.3327978627676,0.0,[-0.00547171 -0.00213978 -0.00395358 -0.00755766  0.00303887],[0.01332542 0.01386355 0.0136277  0.01316177 0.01375975],231.0401896135942,230.7581007458303,1.0,[ 0.00405544 -0.0079692  -0.00361381 -0.01344822  0.00150693],[0.00615445 0.00640323 0.00631692 0.00609371 0.0063664 ],178.54915118226953,110.26704217134737,0.0,[-0.05051838 -0.01778803  0.00602771  0.00774743  0.01751146],[0.0541314  0.05625292 0.05526697 0.05336697 0.05591378],189.50802900744804,178.95990695055139,0.0,[-0.0447108  -0.01539079  0.00466821  0.00575871  0.01553919],[0.04831021 0.05020387 0.04932557 0.0476306  0.04990011],1504.5710629795458,1496.1155805646797,0.0,[-0.02043114  0.00287781 -0.00346033 -0.00525427  0.0043532 ],[0.02828258 0.02945336 0.02892454 0.0279425  0.02919408],513.6277832991556,512.7834183712766,0.0,[ 0.0022851  -0.00529088 -0.00396224 -0.0122043   0.00162252],[0.00778933 0.00810777 0.00798016 0.00770708 0.00804708],14.074753694039005,12.898548249273572,0.0,[-0.07013457 -0.02296844  0.00907644  0.01527772  0.02321881],[0.0723322  0.07515965 0.0738385  0.07129911 0.07471662],237.19618662350135,233.98196518413852,0.0,[-0.02261971 -0.00216215 -0.00191344 -0.00057015  0.00711741],[0.02706839 0.02814725 0.02764804 0.02670318 0.0279486 ],-0.0040296107,0.027503092,20000,200000,0,20000
-0.011463506,0.5467504,14.102309,1.410231,8.031183,3.4208648,-351.15,348.3364,201.68097,1520.3318,119.61655,350.89932,200.80003,1515.736,121.6805,-2.7246017,0.27180785,-1.8069916,-6.154023,0.0361062,0.04994201,0.31411162,-0.14109953,-0.12795967,0.0130597325,-0.08374093,-0.42174637,387.1861562197071,379.45379504300763,0.0,[-0.00943995 -0.00078757 -0.00683767  0.03519993  0.01342409],[0.03677953 0.03856588 0.03755444 0.03640365 0.03673504],328.97297084012047,332.3299207666892,0.0,[ 0.05334257  0.00830914 -0.01331258 -0.017109   -0.00693713],[0.00562551 0.0058384  0.00572738 0.00559267 0.00561992],439.00923834970536,435.89434957999015,0.0,[ 0.05804739  0.01346037 -0.01803672 -0.01630078 -0.0047919 ],[0.00857886 0.00893486 0.00873639 0.00851815 0.00857298],285.65944432709654,279.23591034480665,0.0,[ 0.06283439  0.00986499 -0.01523896 -0.02113716 -0.00813215],[0.00510787 0.00529267 0.00519625 0.00508701 0.00510706],153.8991533899425,85.81700059929642,0.0,[-0.01467188 -0.01261665  0.00173789  0.03635091  0.01600207],[0.03669801 0.03846122 0.03750034 0.03632031 0.036647  ],148.02280610850985,140.8693896386857,0.0,[-0.01650641 -0.01241611  0.00232411  0.0347883   0.01477277],[0.03379368 0.03541935 0.03453228 0.03344776 0.03374754],1646.9601261723237,1632.3656799977264,0.0,[ 0.08122975  0.04188021 -0.0457037   0.01258465  0.01619022],[0.05526602 0.05790206 0.056351   0.05472834 0.05521798],561.0067891124332,572.5525523712771,0.0,[ 0.06858655  0.01642791 -0.02069783 -0.02067051 -0.00578857],[0.00807224 0.00839179 0.00821267 0.00802458 0.00806947],10.094533415750162,10.082628087944702,0.0,[-0.02204961 -0.01755169  0.00393239  0.04630951  0.0211017 ],[0.04450475 0.04664357 0.04548467 0.04403939 0.04443747],245.3028574810163,245.74021032601385,0.0,[-0.00611265 -0.00107444 -0.00495874  0.02581578  0.00919351],[0.0275547  0.02888304 0.02813453 0.02727229 0.02751723],0.004572694,0.02787236,25000,250000,0,25000
0.009832582,0.39876395,23.719967,2.3719966,41.189705,19.098856,-402.89767,402.33414,229.39153,1570.2435,109.35329,402.58096,228.58269,1577.3721,114.452576,-2.7035675,0.34711373,-0.7774521,-6.1113777,0.050202735,0.09726462,1.1397665,-0.14063969,-0.13306145,0.02324192,-0.08098348,-0.43417504,378.51108513369195,379.0746491246872,0.0,[ 0.09394523 -0.06196491 -0.07374932 -0.07836955  0.05229942],[0.06463622 0.06819378 0.06611156 0.06173385 0.06690011],390.359866559046,390.5596073559045,0.0,[ 0.06728119 -0.04440092 -0.06229829 -0.07029714  0.04432651],[0.03817231 0.0402722  0.03904305 0.03650348 0.03952147],730.6025789264131,723.45705150323,0.0,[ 0.10781994 -0.07907972 -0.10862261 -0.11826035  0.07818173],[0.05795529 0.06114452 0.05926065 0.05540061 0.06000819],233.11158983548899,232.13038484756225,0.0,[ 0.05061057 -0.03658146 -0.05524054 -0.06868296  0.04114532],[0.01937532 0.02044674 0.01982335 0.01858841 0.02008315],433.53254045824747,564.0355702362773,0.0,[ 0.07860501 -0.0393808  -0.03770918 -0.04103178  0.02302563],[0.06411215 0.06765272 0.06563114 0.06124319 0.06634342],125.13857680524025,142.54819695534363,0.0,[ 0.07193527 -0.01639539  0.00221192  0.00281418 -0.01173479],[0.07413761 0.07824001 0.07592919 0.07082189 0.07670625],1709.3376874163057,1671.3601210804538,0.0,[ 0.24728872 -0.2006659  -0.26889926 -0.28508085  0.19659562],[0.12718989 0.13418956 0.12999162 0.12151946 0.13171251],621.0841609023659,585.695992748265,0.0,[ 0.09119155 -0.07328341 -0.10905269 -0.12030209  0.07994967],[0.0394276  0.04159194 0.04029197 0.03772045 0.04084596],10.894816699452832,10.897065605725523,0.0,[ 0.05735978  0.00086824  0.02028754  0.0246389  -0.02801697],[0.06719055 0.07091431 0.06885393 0.06419218 0.06950613],210.6304309904319,205.95081658826,0.0,[ 0.06252298 -0.03855818 -0.04644609 -0.05029352  0.03251723],[0.04460979 0.04706281 0.04563502 0.0426162  0.04617058],-0.0080515165,0.045218877,30000,300000,0,30000
0.024820551,0.61547136,7.6959596,0.769596,12.1008,12.987837,-397.3025,395.41364,250.6048,1799.9844,103.49993,399.80188,252.17938,1816.4635,111.21976,-2.699623,0.37449437,-0.58581245,-7.380522,0.05977194,0.1051563,1.2810465,-0.18693519,-0.13514957,0.025648752,-0.093627,-0.4926496,393.5159165310643,381.28704826526535,0.0,[-0.02634329  0.05304673 -0.2540206  -0.03529067  0.02466259],[0.0626191  0.06511373 0.06022404 0.0596165  0.06232275],366.6740081558955,365.33073442776555,0.0,[-0.00579449  0.04315176 -0.15050672 -0.02551274  0.02404978],[0.03149968 0.03275681 0.0303619  0.03002247 0.0313694 ],776.9729527918489,778.5111243235039,0.0,[ 0.0073742   0.08681548 -0.31734052 -0.06156818  0.05335814],[0.05723281 0.05949759 0.05512286 0.05454114 0.057011  ],393.7645613620555,402.80784865235864,1.0,[ 0.01388327  0.04968537 -0.13527869 -0.03151583  0.03550486],[0.01786797 0.01859114 0.01735767 0.01710303 0.01784703],860.8115826882294,752.6537415520088,0.0,[-0.03067653  0.07061535 -0.34190464 -0.05179628  0.03467609],[0.083292   0.08663841 0.08013547 0.07930478 0.08289332],545.1415896723025,417.0372802230653,0.0,[-0.03433353  0.05041445 -0.25774866 -0.03475175  0.02133382],[0.06884125 0.07160832 0.06623659 0.06554621 0.06850943],1686.4597190876375,1679.1847722165346,0.0,[ 0.03376811  0.20175709 -0.78002095 -0.15881285  0.13043983],[0.13264316 0.13784787 0.12762365 0.12637207 0.13215604],862.0972369121304,875.1144178774886,0.0,[ 0.02597244  0.10358258 -0.35094163 -0.07479879  0.06854097],[0.05248348 0.05452504 0.05055952 0.05003989 0.05232111],13.704771024358093,12.952957167161303,0.0,[-0.12147611 -0.05174334  0.00557111  0.04334177 -0.06009332],[0.06452497 0.06724539 0.06211312 0.0613945  0.06412556],259.3989537910265,259.592217009192,0.0,[-0.02555679  0.03748635 -0.18191288 -0.02218519  0.0155807 ],[0.04789064 0.04980183 0.04606555 0.04559412 0.0476584 ],-0.035317563,0.04740211,35000,350000,0,35000
-0.05628127,0.59954166,9.357563,0.9357563,25.600868,42.82758,-378.78018,379.34024,153.12947,1258.97,91.88622,380.554,153.1714,1248.271,91.26403,-2.6822557,0.38610178,0.065901875,-5.1509376,0.050373238,0.118385345,1.328619,-0.16992146,-0.1326321,0.019368447,-0.082341276,-0.5089718,391.83668132420866,378.0577301219493,0.0,[ 0.04414193 -0.07420464 -0.03428488 -0.06033485  0.08659224],[0.02947096 0.03007245 0.02844498 0.02778229 0.0273768 ],419.5326169762005,418.5925726049738,0.0,[ 0.01101018 -0.03518036 -0.00904662 -0.01639964  0.02651298],[0.01071796 0.01101507 0.01049022 0.01017453 0.01001708],696.379839596349,696.1764510014469,0.0,[ 0.03181409 -0.06089474 -0.02628441 -0.04433559  0.06119007],[0.02203482 0.02254549 0.02137488 0.02082392 0.02051317],404.9591940265671,392.1238526230658,0.0,[ 0.00316069 -0.02708228 -0.00159999 -0.00908317  0.01473564],[0.00615759 0.0063826  0.0061133  0.00591198 0.00581384],260.4667763111544,226.47141773565653,0.0,[ 0.04766453 -0.08586761 -0.03069939 -0.0523746   0.10414393],[0.03351781 0.03420359 0.03234316 0.03159018 0.03114799],90.23656974780907,115.09558616076343,0.0,[ 0.06713664 -0.12804374 -0.03232282 -0.06608365  0.14886674],[0.04678955 0.04776901 0.04517166 0.04410456 0.04350265],1905.9962172874812,1878.8992535502334,0.0,[ 0.12775718 -0.1964944  -0.09109243 -0.1639568   0.23033589],[0.07434221 0.07586368 0.07171287 0.07006315 0.06905612],838.6730209012385,872.5239601266529,0.0,[ 0.01853772 -0.0481706  -0.01321299 -0.02725979  0.03800246],[0.01418111 0.0146048  0.01391713 0.01349762 0.01328458],13.308098111142819,13.272770826330424,0.0,[ 0.0370205  -0.07331456 -0.02056383 -0.03986446  0.08850639],[0.02902125 0.02961337 0.02800799 0.02734384 0.0269727 ],240.14303728665368,249.90081578177416,0.0,[ 0.02578279 -0.05005829 -0.02175146 -0.03841987  0.05362042],[0.01973853 0.02016156 0.01909281 0.01862492 0.01835092],-0.0061652823,0.01919375,40000,400000,0,40000
-0.0018876977,0.2532056,33.75833,3.3758333,14.026973,6.3371015,-479.29187,477.97382,308.66486,2162.4812,94.606,480.56378,308.82336,2175.4841,96.61762,-2.6690717,0.43638495,-0.17996931,-5.5620737,0.072388984,0.14517087,1.4241977,-0.32039246,-0.13946295,0.030470451,-0.10325346,-0.5999762,417.6548230401145,418.0807966681222,0.0,[-0.0606781   0.07769584  0.02011443  0.04247258 -0.00168471],[0.07193685 0.07199512 0.06884945 0.06827532 0.06944364],559.7320811916559,569.2839188709172,0.0,[-0.02866196  0.01064711 -0.00342902  0.00920654 -0.0164261 ],[0.03191516 0.03214693 0.03069817 0.03025209 0.03073776],758.2819767599802,763.3633403452644,0.0,"[-3.8870525e-02  2.9865744e-02 -9.2034585e-05  1.6037928e-02
 -1.5039216e-02]",[0.04657117 0.04678412 0.04470156 0.04416296 0.04488799],269.43914360298214,269.25152132924484,0.0,[-0.00773878 -0.01539209 -0.00154905  0.00606905 -0.00633753],[0.00784182 0.00806992 0.00768337 0.00747431 0.00756449],685.4537584661615,790.3254649808257,0.0,[-0.06641359  0.07962316  0.02516989  0.05236302 -0.00332718],[0.07797339 0.0780903  0.07466713 0.07399212 0.07526979],415.416567936315,313.0155238880843,0.0,[-0.06329     0.07350466  0.02611419  0.05321971 -0.00259813],[0.07225846 0.07236744 0.06919579 0.06856942 0.06976   ],1963.5144093410074,2633.579477627916,0.0,[-0.10590754  0.13428791  0.02756038  0.05940927 -0.01249257],[0.14057223 0.1407549  0.13457224 0.13337699 0.13563827],1525.6311327703095,1669.26556664934,1.0,[-0.02690488  0.00772367 -0.0003577   0.01482959 -0.01385071],[0.03626478 0.03684196 0.03512505 0.03439657 0.03488918],16.636591594460082,14.232055052993347,0.0,[-0.04839122  0.05370414  0.01634749  0.03850614 -0.00568792],[0.0505375  0.05061702 0.04840405 0.04794694 0.04878035],218.6298799440716,219.45102464794962,0.0,[-0.04587695  0.05498285  0.0136313   0.03356956 -0.00276882],[0.05132771 0.05139224 0.04914693 0.04871507 0.04954695],0.010707589,0.05002578,45000,450000,0,45000
